client,action_id,action_type,insured_id,insured_name,status,created_at,updated_at,scheduled_at,completed_at,notes,triggered_by,sync_date,sync_timestamp
A G Equipment Company,a446ff8c-c925-4eed-9019-cae6e7233b2e,,13494f63-3786-48c9-a9dc-ff5cf8a2f0ee,,,2026-09-04T22:46:08,,,,,,09/06/2026,09/06/2026 22:40:36
A G Equipment Company,deacb5ec-c8a3-4b37-8199-73e7092ba5ff,,,,,2026-09-04T22:46:08,,,,,,09/06/2026,09/06/2026 22:40:36
Bauer Foundation Corp.,5407409f-cd95-45e8-a07d-34f97e1fd17a,,a2bf3e90-262e-4e9b-8513-73d811f7ee94,,,2026-09-04T19:59:48,,,,,,09/06/2026,09/06/2026 22:40:36
Bauer Foundation Corp.,5ca70c31-b77a-41e2-abce-abad4faf4242,,7bae73eb-6849-4830-82c4-5d76830a3b22,,,2026-09-05T15:41:01,,,,,,09/06/2026,09/06/2026 22:40:36
Bauer Foundation Corp.,683e4e7f-f48b-4f1e-889c-576b3e061911,,67509e8b-a61a-482a-8673-8e74fb6f7659,,,2026-09-07T02:46:48,,,,,,09/06/2026,09/06/2026 22:40:36
Canadian Pacific Kansas City,10298e23-f783-4d7b-a44c-762df145f301,,3fdad94d-7035-4677-97bf-975fe6c96e0c,,,2026-09-05T21:00:22,,,,,,09/06/2026,09/06/2026 22:40:36
Canadian Pacific Kansas City,1562c128-f99c-47a1-a708-d6d71fcbd34f,,,,,2026-09-07T02:27:05,,,,,,09/06/2026,09/06/2026 22:40:36
Canadian Pacific Kansas City,22c4efcc-1dd8-4b28-91d5-ffd169c8c382,,146e00fa-0462-42a5-a4ed-fd1259b6aac6,,,2026-09-04T20:03:20,,,,,,09/06/2026,09/06/2026 22:40:36
Canadian Pacific Kansas City,4ccd7521-08ed-45bd-b768-532f39028655,,,,,2026-09-05T20:56:32,,,,,,09/06/2026,09/06/2026 22:40:36
Canadian Pacific Kansas City,4fa6e024-960d-497a-a10c-b60e332d8244,,,,,2026-09-05T20:56:32,,,,,,09/06/2026,09/06/2026 22:40:36
Canadian Pacific Kansas City,799a5815-a87e-4d64-8c2f-29cf90107792,,6fdbef48-932a-41f3-ba43-aa7a93a9fa83,,,2026-09-07T02:27:05,,,,,,09/06/2026,09/06/2026 22:40:36
Canadian Pacific Kansas City,98f6e135-32ef-4da0-834b-c044c205c5c4,,,,,2026-09-05T21:00:22,,,,,,09/06/2026,09/06/2026 22:40:36
Canadian Pacific Kansas City,993b8a51-ac13-451b-9771-cb69749c8f26,,,,,2026-09-07T02:27:05,,,,,,09/06/2026,09/06/2026 22:40:36
Canadian Pacific Kansas City,a5369b18-8df9-4a9d-8608-ea42101deaa0,,,,,2026-09-05T20:56:32,,,,,,09/06/2026,09/06/2026 22:40:36
Canadian Pacific Kansas City,aaee365d-f91a-464d-9f49-51ecabf13d1f,,,,,2026-09-04T23:42:25,,,,,,09/06/2026,09/06/2026 22:40:36
Canadian Pacific Kansas City,bd28b2dc-ff5c-4233-a7a2-01d043e7082a,,,,,2026-09-07T02:27:05,,,,,,09/06/2026,09/06/2026 22:40:36
EMMES,2e81ccd4-eb40-4344-9ded-28228bdaa833,,,,,2026-09-05T15:55:26,,,,,,09/06/2026,09/06/2026 22:40:36
Gart Properties,11a60afe-eee4-448e-b1c3-e35f58b553ea,,b0ffc002-55b9-4184-86bc-61b417a3676b,,,2026-09-05T22:41:20,,,,,,09/06/2026,09/06/2026 22:40:36
Gart Properties,2ff3b62b-2e5b-41f8-bac6-39aff69807ca,,b0ffc002-55b9-4184-86bc-61b417a3676b,,,2026-09-05T22:41:20,,,,,,09/06/2026,09/06/2026 22:40:36
Gart Properties,403cdf55-61aa-4320-b5c2-5786220d693c,,b8b86c14-b6fd-4e0f-8971-bbfe067a3aa3,,,2026-09-05T15:30:19,,,,,,09/06/2026,09/06/2026 22:40:36
Kolb Grading,28f7309a-28a1-4fcf-826e-29fd3f1660fd,,,,,2026-08-20T15:29:21,,,,,,09/06/2026,09/06/2026 22:40:38
Kolb Grading,846c2a79-d61c-49ed-b170-3b4593f41c6c,,,,,2026-09-03T12:35:00,,,,,,09/06/2026,09/06/2026 22:40:38
"Musselman & Hall Contractors, LLC",5ab83fc6-0e28-4316-bc95-2db518dadd6c,,,,,2026-09-03T06:25:14,,,,,,09/06/2026,09/06/2026 22:40:45
The Abbey Management Company,35e8ec57-5ffe-467c-be1b-ad3d41ed7fc1,,,,,2026-09-04T20:25:40,,,,,,09/06/2026,09/06/2026 22:40:50
The Abbey Management Company,735b92cb-c49d-43d4-b494-b19979dbde4b,,,,,2026-09-04T20:25:40,,,,,,09/06/2026,09/06/2026 22:40:50
The Abbey Management Company,768a7f98-7975-44be-a7bc-8a878ccc6cb8,,0e41d606-92f9-42da-927f-12b5370390be,,,2026-09-04T20:25:40,,,,,,09/06/2026,09/06/2026 22:40:50
The Abbey Management Company,91399d52-a6e0-48b4-9d40-d3e2c33fab04,,,,,2026-09-04T17:04:41,,,,,,09/06/2026,09/06/2026 22:40:50
The Abbey Management Company,982acefa-16a3-4e2c-a308-33aa2d17f1a4,,,,,2026-09-04T20:25:40,,,,,,09/06/2026,09/06/2026 22:40:50
The Abbey Management Company,f5d9b979-d047-46ac-87d8-9ca41b9b4866,,0e41d606-92f9-42da-927f-12b5370390be,,,2026-09-04T20:25:40,,,,,,09/06/2026,09/06/2026 22:40:50
