client,action_id,action_type,insured_id,insured_name,status,created_at,updated_at,scheduled_at,completed_at,notes,triggered_by,sync_date,sync_timestamp
A G Equipment Company,a446ff8c-c925-4eed-9019-cae6e7233b2e,,13494f63-3786-48c9-a9dc-ff5cf8a2f0ee,,,2026-09-04T22:46:08,,,,,,09/05/2026,09/05/2026 13:12:38
A G Equipment Company,deacb5ec-c8a3-4b37-8199-73e7092ba5ff,,,,,2026-09-04T22:46:08,,,,,,09/05/2026,09/05/2026 13:12:38
Bauer Foundation Corp.,5407409f-cd95-45e8-a07d-34f97e1fd17a,,a2bf3e90-262e-4e9b-8513-73d811f7ee94,,,2026-09-04T19:59:48,,,,,,09/05/2026,09/05/2026 13:12:38
Bauer Foundation Corp.,5ca70c31-b77a-41e2-abce-abad4faf4242,,7bae73eb-6849-4830-82c4-5d76830a3b22,,,2026-09-05T15:41:01,,,,,,09/05/2026,09/05/2026 13:12:38
Canadian Pacific Kansas City,22c4efcc-1dd8-4b28-91d5-ffd169c8c382,,146e00fa-0462-42a5-a4ed-fd1259b6aac6,,,2026-09-04T20:03:20,,,,,,09/05/2026,09/05/2026 13:12:38
Canadian Pacific Kansas City,aaee365d-f91a-464d-9f49-51ecabf13d1f,,,,,2026-09-04T23:42:25,,,,,,09/05/2026,09/05/2026 13:12:38
EMMES,2e81ccd4-eb40-4344-9ded-28228bdaa833,,,,,2026-09-05T15:55:26,,,,,,09/05/2026,09/05/2026 13:12:38
Gart Properties,403cdf55-61aa-4320-b5c2-5786220d693c,,b8b86c14-b6fd-4e0f-8971-bbfe067a3aa3,,,2026-09-05T15:30:19,,,,,,09/05/2026,09/05/2026 13:12:38
Kolb Grading,28f7309a-28a1-4fcf-826e-29fd3f1660fd,,,,,2026-08-20T15:29:21,,,,,,09/05/2026,09/05/2026 13:12:41
Kolb Grading,846c2a79-d61c-49ed-b170-3b4593f41c6c,,,,,2026-09-03T12:35:00,,,,,,09/05/2026,09/05/2026 13:12:41
"Musselman & Hall Contractors, LLC",5ab83fc6-0e28-4316-bc95-2db518dadd6c,,,,,2026-09-03T06:25:14,,,,,,09/05/2026,09/05/2026 13:12:48
The Abbey Management Company,35e8ec57-5ffe-467c-be1b-ad3d41ed7fc1,,,,,2026-09-04T20:25:40,,,,,,09/05/2026,09/05/2026 13:12:53
The Abbey Management Company,735b92cb-c49d-43d4-b494-b19979dbde4b,,,,,2026-09-04T20:25:40,,,,,,09/05/2026,09/05/2026 13:12:53
The Abbey Management Company,768a7f98-7975-44be-a7bc-8a878ccc6cb8,,0e41d606-92f9-42da-927f-12b5370390be,,,2026-09-04T20:25:40,,,,,,09/05/2026,09/05/2026 13:12:53
The Abbey Management Company,91399d52-a6e0-48b4-9d40-d3e2c33fab04,,,,,2026-09-04T17:04:41,,,,,,09/05/2026,09/05/2026 13:12:53
The Abbey Management Company,982acefa-16a3-4e2c-a308-33aa2d17f1a4,,,,,2026-09-04T20:25:40,,,,,,09/05/2026,09/05/2026 13:12:53
The Abbey Management Company,f5d9b979-d047-46ac-87d8-9ca41b9b4866,,0e41d606-92f9-42da-927f-12b5370390be,,,2026-09-04T20:25:40,,,,,,09/05/2026,09/05/2026 13:12:53
