client,action_id,action_type,insured_id,insured_name,status,created_at,updated_at,scheduled_at,completed_at,notes,triggered_by,sync_date,sync_timestamp
Bauer Foundation Corp.,0c3c8ed2-f8bf-4ee5-8174-b0ef70593d43,,a2bf3e90-262e-4e9b-8513-73d811f7ee94,,,2026-07-12T15:13:31,,,,,,07/13/2026,07/13/2026 06:19:41
Canadian Pacific Kansas City,0d9f2d13-e3f9-4b67-a7f4-1e87defbaeff,,8218b309-f2bc-4237-acbe-6fe091ca3e52,,,2026-07-13T11:06:23,,,,,,07/13/2026,07/13/2026 06:19:41
Canadian Pacific Kansas City,7dbf0cc9-1005-4898-9ffe-d0fe858ffe97,,,,,2026-07-13T05:29:41,,,,,,07/13/2026,07/13/2026 06:19:41
Canadian Pacific Kansas City,f6685091-c20b-4367-9865-bca620bea4d6,,,,,2026-07-13T05:19:07,,,,,,07/13/2026,07/13/2026 06:19:41
Gart Properties,8607ac06-9d24-42ba-8cdb-6068caca3ad3,,c4850251-ec90-4e75-96e5-6abd4717b6f5,,,2026-07-11T13:10:48,,,,,,07/13/2026,07/13/2026 06:19:41
Scandroli Construction,280be8e8-def8-44c8-8890-5d459925aa4c,,a438d9c0-14cf-400d-9177-2930bbef98d5,,,2026-07-11T18:01:54,,,,,,07/13/2026,07/13/2026 06:19:54
Scandroli Construction,2aa5d467-7faf-4209-8d4f-2c92369c9278,,a438d9c0-14cf-400d-9177-2930bbef98d5,,,2026-07-11T18:01:54,,,,,,07/13/2026,07/13/2026 06:19:54
Scandroli Construction,4c034dc1-4ff6-4e74-9092-d4246e53c896,,0418f639-3c35-44a4-b459-ac2406ffd207,,,2026-07-13T06:07:00,,,,,,07/13/2026,07/13/2026 06:19:54
Scandroli Construction,769b8487-26a1-4fff-aa97-a2f81701d6c5,,a438d9c0-14cf-400d-9177-2930bbef98d5,,,2026-07-11T18:01:54,,,,,,07/13/2026,07/13/2026 06:19:54
Scandroli Construction,d374b289-0761-48d2-bff3-2352f6f1ad8e,,32b8c97e-8963-4270-ad26-b3d4d405912f,,,2026-07-11T21:18:47,,,,,,07/13/2026,07/13/2026 06:19:54
Scandroli Construction,e29e670d-c07e-4267-8b1a-788f51a99ace,,a438d9c0-14cf-400d-9177-2930bbef98d5,,,2026-07-11T18:01:54,,,,,,07/13/2026,07/13/2026 06:19:54
Scandroli Construction,e732ed1f-9ee0-49e5-bf85-4a3beabb59bb,,,,,2026-07-13T06:07:00,,,,,,07/13/2026,07/13/2026 06:19:54
Scandroli Construction,f5e723c3-e63e-4e2c-970a-927436c06a0a,,,,,2026-07-11T18:01:54,,,,,,07/13/2026,07/13/2026 06:19:54
The Abbey Management Company,4d2f0510-9471-425e-a4f7-dd55521cd5d1,,,,,2026-07-11T00:37:27,,,,,,07/13/2026,07/13/2026 06:19:56
The Abbey Management Company,a55718c4-2cc9-4513-a9f2-97b13a4211dc,,062246c0-6746-4df1-b3dd-c754154603cd,,,2026-07-11T16:46:15,,,,,,07/13/2026,07/13/2026 06:19:56
